label,Type,messages
spam,Contact_Service_Scam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
spam,Contact_Service_Scam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
spam,Contact_Service_Scam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
spam,Subscription_Scam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
spam,Contact_Service_Scam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,,Have you been practising your curtsey?
ham,,Minimum walk is 3miles a day.
ham,,"Ok, be careful ! Don't text and drive !"
spam,Free_Service_Scam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
spam,Contact_Service_Scam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p"
ham,,Wife.how she knew the time of murder exactly
ham,,What's ur pin?
ham,,In that case I guess I'll see you at campus lodge
ham,,Lol wtf random. Btw is that your lunch break
ham,,Webpage s not available!
ham,,So that takes away some money worries
ham,,Yes:)sura in sun tv.:)lol.
spam,Contact_Service_Scam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
spam,Subscription_Scam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
spam,Other_Spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
spam,Free_Service_Scam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
spam,Other_Spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
spam,Adult_Content_Scam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,Subscription_Scam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3"
spam,Other_Spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
ham,,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,,Those were my exact intentions
spam,Free_Service_Scam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
spam,Service,URGENT: You qualify for a gov’t home energy grant! Get new HVAC for $0 upfront. Limited time. Apply now—just reply “YES” and an agent will call.
ham,,"How about clothes, jewelry, and trips?"
ham,,Ofcourse I also upload some songs
ham,,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam,Subscription_Scam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
spam,Canada Revenue Agency,"1. This is the Canada Revenue Agency. Your Social Insurance Number has been compromised and linked to financial crimes. Call us immediately to avoid arrest.	
2. You have unpaid back taxes and an active court case. If you do not pay using Bitcoin now, you may be fined or deported.	
3. Service Canada: Your file is under legal review. Pay now using iTunes gift cards within 24 hours or face legal consequences."
spam,Subscription_Scam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,,I dont want to hear anything
ham,,Where are you lover ? I need you ...
ham,,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.
spam,Subscription_Scam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
spam,Other_Spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
spam,Adult_Content_Scam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
spam,Other_Spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
spam,Free_Service_Scam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
ham,,I dont thnk its a wrong calling between us
spam,Free_Service_Scam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
spam,Prize_Lottery_Scam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,,And now electricity just went out fml.
ham,,No:-)i got rumour that you going to buy apartment in chennai:-)
spam,Free_Service_Scam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
spam,Prize_Lottery_Scam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
spam,Other_Spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,,K. I will sent it again
spam,Prize_Lottery_Scam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,,\HEY KATE
spam,Prize_Lottery_Scam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,,What * u wearing?
ham,,Everybody had fun this evening. Miss you.
ham,,Dear we are going to our rubber place
spam,Other_Spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
spam,Prize_Lottery_Scam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
spam,Financial agent,"Work-from-home job! We’re hiring client managers to handle payments for our global company. Earn $1000+/week processing e-Transfers. Easy work, no experience needed. Send your resume to: jobs@finance-now.b"
spam,Contact_Service_Scam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
spam,Subscription_Scam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,,"I know where the  &lt;#&gt;  is, I'll be there around 5"
spam,Free_Service_Scam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,,Why are u up so early?
ham,,You should get more chicken broth if you want ramen unless there's some I don't know about
spam,Subscription_Scam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,,Were trying to find a Chinese food place around here
spam,Prize_Lottery_Scam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
ham,,Do have a nice day today. I love you so dearly.
ham,,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
spam,Contact_Service_Scam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
spam,Free_Service_Scam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,,Oh k.k..where did you take test?
ham,,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
spam,Prize_Lottery_Scam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,,I know complain num only..bettr directly go to bsnl offc nd apply for it..
spam,Prize_Lottery_Scam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
spam,Subscription_Scam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,,Have you seen who's back at Holby?!
spam,Prize_Lottery_Scam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
spam,Counterfeit merchandise,"1. ""Canada Goose winter sale! Authentic jackets 70% off. Limited time offer. Order now: canadagoose-outlet.com""

2. ""Official Nike clearance! Air Jordan sneakers $89 (reg $299). Authentic products guaranteed. Shop: nike-canada-sale.com""

3. ""Lululemon warehouse sale! Yoga pants $25 each. Direct from manufacturer. Free shipping: lululemon-deals.com""

4. ""Apple iPhone 15 Pro - Factory seconds $399 (reg $1399). Minor cosmetic flaws only. Order: apple-factory-direct.com""

5. ""Ray-Ban sunglasses liquidation! Designer frames $39 each. Authentic overstock. Limited quantities: rayban-wholesale.com""

6. ""Rolex watch clearance! Luxury timepieces 80% off retail. Certificate included. Secure checkout: rolex-factory-sale.com""

7. ""North Face jackets - End of season sale! Authentic gear 65% off. All sizes available: northface-clearance.com""

8. ""Coach handbags direct from outlet! Designer bags $79 each. Authentic leather guaranteed. Shop: coach-outlet-canada.com""

9. ""UGG boots winter sale! Genuine sheepskin boots 60% off. All styles available: ugg-boots-canada.com""

10. ""Yeti coolers factory sale! Authentic products 50% off retail. Limited stock remaining: yeti-direct-canada.com"""
spam,Free_Service_Scam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,,I'm going out to buy mum's present ar.
spam,Subscription_Scam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
spam,Subscription_Scam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg
spam,Free_Service_Scam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
spam,Other_Spam,Filthy stories and GIRLS waiting for your
ham,,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,,Yup n her fren lor. I'm meeting my fren at 730.
